"emp_no","last_name","first_name","hire_date"
"57004","Peris","Guther","1986-08-31"
"57006","Middleton","Dung","1986-11-09"
"57009","Berendt","Erzsebet","1986-03-22"
"57014","Yavatkar","Lijie","1986-07-09"
"57030","Oberman","Aamod","1986-01-19"
"57044","Whittlesey","Alain","1986-12-14"
"57048","Suomi","Sanjay","1986-03-15"
"57051","Angot","Xinyu","1986-06-25"
"57052","Narwekar","Chiranjit","1986-12-30"
"57059","Chinen","Shichao","1986-07-08"
"57071","Stenning","Wilmer","1986-07-21"
"57074","Ventosa","Niranjan","1986-04-22"
"57075","Duclos","Alexius","1986-06-12"
"57089","Highland","Neven","1986-10-18"
"57092","Ertl","Tokuyasu","1986-10-03"
"57098","Ecklund","Duke","1986-03-02"
"57113","Barriga","Uta","1986-09-05"
"57128","Chartres","Rance","1986-01-10"
"57141","Oxenboll","Mark","1986-01-28"
"57153","Azumi","Rosine","1986-06-16"
"57174","Ramsak","Zito","1986-02-28"
"57176","Stenning","Pranav","1986-10-03"
"57183","Mayerwieser","Baoqiu","1986-04-20"
"57201","Ladret","Narain","1986-10-02"
"57204","Tzvieli","Maik","1986-06-08"
"57209","Bellmore","Shahab","1986-11-24"
"57217","Sommer","Freyja","1986-02-19"
"57231","Kushner","Elgin","1986-01-16"
"57251","Przulj","Domenick","1986-02-27"
"57264","Passino","Itzchak","1986-01-03"
"57273","Baaleh","Gal","1986-09-19"
"57299","Figueira","Shounak","1986-01-16"
"57317","Dulay","Patricio","1986-02-19"
"57320","Valtorta","Mabry","1986-05-23"
"57325","Akiyama","Hidde","1986-02-15"
"57331","Passino","Visit","1986-10-22"
"57332","Brattka","Sungwon","1986-06-06"
"57337","Rabehasaina","Vasiliy","1986-02-20"
"57344","Danley","Pranjal","1986-06-14"
"57346","Morrow","Shalesh","1986-05-29"
"57350","Georgakopoulos","Aluzio","1986-03-25"
"57370","Tramer","Rance","1986-06-06"
"57371","Cangellaris","Tianruo","1986-04-12"
"57400","Cichocki","Guoxiang","1986-04-04"
"57419","Guting","Tesuya","1986-06-20"
"57430","Borstler","Along","1986-01-08"
"57443","Sluis","Sugwoo","1986-03-10"
"57455","Wossner","Moni","1986-10-15"
"57461","Validov","Ramya","1986-01-21"
"57475","Takanami","Parviz","1986-03-06"
"57478","Munawer","Uno","1986-06-09"
"57484","Brookman","Adamantios","1986-07-02"
"57491","Demke","Shuichi","1986-09-09"
"57495","Champarnaud","Mamdouh","1986-04-18"
"57496","Pileggi","Lene","1986-12-12"
"57509","Stanfel","Mabo","1986-04-15"
"57511","Crabtree","Weidon","1986-02-28"
"57512","Bierbaum","Takahiro","1986-10-29"
"57513","Merli","Zorica","1986-09-04"
"57516","Plotkin","Masamitsu","1986-02-07"
"57519","Brodie","Woody","1986-01-28"
"57521","Baak","Janalee","1986-06-22"
"57523","Remmers","Tsvetan","1986-04-24"
"57536","Domenig","Jackson","1986-07-17"
"57538","Kakkad","Christophe","1986-01-25"
"57539","Zeleznik","Seshu","1986-04-05"
"57543","Curless","Maik","1986-01-14"
"57544","Lammel","Gererd","1986-04-11"
"57551","Sluis","Junichi","1986-02-23"
"57561","Munos","Mototsugu","1986-09-30"
"57566","Barinka","Masami","1986-11-27"
"57589","Angelopoulos","Denis","1986-11-02"
"57594","Pena","Ekawit","1986-07-01"
"57606","Demizu","Houman","1986-09-30"
"57615","Hutter","Lunjin","1986-02-02"
"57620","Kragelund","Along","1986-04-18"
"57625","Mikschl","DAIDA","1986-01-26"
"57627","Verspoor","Tooru","1986-02-10"
"57641","Mitchem","Shaw","1986-11-08"
"57647","Ouhyoung","Douadi","1986-04-14"
"57681","Garrabrants","Shuichi","1986-01-30"
"57682","Hettesheimer","Susanta","1986-08-19"
"57689","Rosch","Shuzo","1986-06-28"
"57690","Farrar","Kokou","1986-02-16"
"57700","Merlo","Gao","1986-12-04"
"57702","Rothe","Shaowen","1986-12-05"
"57707","Erez","Greger","1986-07-08"
"57710","Kumaresan","Dayanand","1986-07-09"
"57720","Hasham","Subhankar","1986-10-10"
"57723","Waterhouse","Cristinel","1986-08-21"
"57728","Krzyzanowski","Manu","1986-12-29"
"57739","Krybus","Aiman","1986-03-14"
"57740","Osgood","Georgi","1986-10-26"
"57752","Schusler","IEEE","1986-02-04"
"57758","Brodie","Rayond","1986-02-23"
"57781","Ossenbruggen","Naftaly","1986-04-12"
"57788","Conde","Kristof","1986-07-26"
"57792","Demos","Zongyan","1986-01-26"
"57806","Bresenham","Gianluca","1986-07-25"
"57821","Bolotov","Alejandra","1986-10-26"
"57832","Herber","Niranjan","1986-01-23"
"57835","Setlzner","Dipayan","1986-01-09"
"57837","Murtafg","Aria","1986-06-22"
"57854","Heystek","Rimli","1986-09-11"
"57855","Peroz","Remco","1986-03-18"
"57857","Farrow","Salvador","1986-12-28"
"57875","Zeleznik","Bokyung","1986-12-12"
"57897","Kranzdorf","Kwok","1986-01-06"
"57898","Pearson","Atilio","1986-05-17"
"57900","Murillo","Constantino","1986-03-08"
"57917","Cusworth","Godehard","1986-09-12"
"57959","Cyre","Tooru","1986-09-28"
"57969","Radivojevic","Cheong","1986-11-05"
"57970","Georgatos","Ipke","1986-09-05"
"57974","Hettesheimer","Yakichi","1986-02-24"
"57978","Suppi","Haldun","1986-10-23"
"57983","Iisaku","Ranga","1986-02-10"
"57997","Demian","Toshiko","1986-08-23"
"58010","Broder","Gennady","1986-02-16"
"58023","Cooman","Theirry","1986-12-27"
"58024","Berztiss","Naftaly","1986-07-02"
"58027","Luef","Yakkov","1986-10-15"
"58033","Etalle","Maren","1986-07-04"
"58035","Speckmann","Jenwei","1986-02-05"
"58043","Birge","Hirochika","1986-12-10"
"58046","Rissanen","Sanjay","1986-08-09"
"58048","Poujol","Salvador","1986-06-11"
"58065","Schreiter","Cristinel","1986-07-05"
"58068","Kadhim","Yuchang","1986-09-07"
"58074","Dulin","Aria","1986-12-15"
"58096","Usdin","Rosine","1986-10-14"
"58099","Fortenbacher","Yunming","1986-06-03"
"58113","Plumb","Sanjeeva","1986-01-18"
"58114","Peek","Yucai","1986-11-13"
"58129","Schnabel","Chuanyi","1986-02-13"
"58138","Heuter","Gay","1986-03-29"
"58150","Hennebert","Sanjit","1986-08-25"
"58151","Smeets","Masanao","1986-04-06"
"58167","Pintelas","Kazunori","1986-06-19"
"58171","Peris","Foong","1986-03-06"
"58172","Ghelli","Jingling","1986-04-22"
"58180","Babu","Sanjoy","1986-05-06"
"58190","Pargaonkar","Sham","1986-07-03"
"58193","Narlikar","Kerhong","1986-12-22"
"58195","Emmerich","Kauko","1986-11-28"
"58196","Kaminger","Eran","1986-08-04"
"58207","Aingworth","Collette","1986-07-01"
"58212","Himler","Yurii","1986-08-22"
"58225","Simmen","Michaela","1986-03-24"
"58227","Bierbaum","Armond","1986-03-02"
"58230","Tagansky","Berna","1986-09-04"
"58241","Sridhar","Munehiko","1986-02-10"
"58244","Androutsos","Mohd","1986-12-17"
"58246","Staylopatis","Bartek","1986-10-03"
"58272","Brender","Lidong","1986-06-29"
"58278","Stentiford","Nikolaus","1986-11-16"
"58279","Michaeli","Lene","1986-07-30"
"58285","Morrow","Kamakshi","1986-04-17"
"58291","Matheson","Shaowei","1986-08-12"
"58294","Rajala","Jordanka","1986-09-28"
"58303","Emden","Pantung","1986-01-08"
"58306","Danecki","Rosalyn","1986-08-10"
"58314","Gruenwald","Dinah","1986-12-13"
"58360","Mungall","Masoud","1986-11-01"
"58363","Caine","Jaideep","1986-09-11"
"58364","Wuwongse","Dmitry","1986-07-22"
"58386","Weedman","Brendon","1986-02-14"
"58388","Parveen","Aemilian","1986-06-18"
"58394","Auria","Shaw","1986-07-23"
"58405","Schaad","Vishu","1986-03-08"
"58410","Bennis","Samphel","1986-06-13"
"58419","Ranst","Yurii","1986-11-01"
"58436","Ranai","Siamak","1986-11-16"
"58439","Bugrara","Sham","1986-10-12"
"58440","Penttonen","Deborah","1986-08-17"
"58446","Reghbati","Xiaoqiang","1986-07-11"
"58450","Taubenfeld","Stepehn","1986-05-18"
"58458","Koshiba","Turgut","1986-10-23"
"58461","Halloran","Xinan","1986-10-31"
"58468","Limongiello","Lucian","1986-01-02"
"58474","Yemenis","Satyanarayana","1986-06-21"
"58476","Shigei","Yakichi","1986-11-05"
"58484","Zeidenstein","Heon","1986-07-15"
"58499","Pileggi","Marjo","1986-07-01"
"58501","Hasenauer","Zhenhua","1986-07-24"
"58516","Knightly","Xianlong","1986-05-09"
"58524","Sidhu","Jaideep","1986-01-20"
"58526","Cronan","Maya","1986-02-21"
"58537","Dechter","Qingxiang","1986-11-10"
"58538","Tanemo","Xudong","1986-05-01"
"58539","Luck","Aleksander","1986-09-17"
"58543","Beausoleil","Gully","1986-09-12"
"58553","Hardjono","Kensyu","1986-10-12"
"58568","Kowalchuk","Mansur","1986-10-15"
"58580","Lienhardt","Zhiguo","1986-09-22"
"58592","Roisin","Rasiah","1986-07-23"
"58612","Junet","Divine","1986-07-25"
"58617","Perz","Miquel","1986-06-05"
"58620","Rosenbaum","Toshimori","1986-09-15"
"58636","Chinal","Sandeepan","1986-05-25"
"58648","Berendt","Zsolt","1986-02-26"
"58657","Kaltofen","Pasqua","1986-12-04"
"58660","Loncour","Taiji","1986-04-25"
"58662","Erdi","Yahiko","1986-04-08"
"58665","Marquardt","Mabhin","1986-06-27"
"58667","Pagter","Feipei","1986-01-11"
"58676","Nittel","Mitsuyuki","1986-02-23"
"58680","Maierhofer","Ingmar","1986-11-19"
"58683","Krogh","Gilbert","1986-10-12"
"58687","Gimbel","Adel","1986-06-22"
"58688","Kropatsch","Miquel","1986-04-02"
"58689","Ushiama","Zengping","1986-03-18"
"58695","Saoudi","Gift","1986-07-04"
"58713","Kenevan","Terresa","1986-02-06"
"58718","Gopalakrishnan","Gadiel","1986-07-20"
"58721","Wegerle","Sashi","1986-11-28"
"58728","Parfitt","Boguslaw","1986-06-29"
"58737","Herber","Toshimori","1986-01-07"
"58764","Berztiss","Alenka","1986-10-30"
"58773","Yavatkar","Geoffry","1986-10-25"
"58788","Anger","Shmuel","1986-01-27"
"58789","Cochrane","Hercules","1986-02-06"
"58797","Breugel","Xiaoheng","1986-10-03"
"58802","Azuma","Serge","1986-12-01"
"58804","Wrigley","Leif","1986-01-06"
"58826","Peral","Emdad","1986-07-25"
"58829","Vieth","Lobel","1986-07-06"
"58830","Cunliffe","Uzi","1986-02-27"
"58835","Vigier","Van","1986-12-11"
"58852","Georg","Muzhong","1986-04-05"
"58854","Butner","Zhonghui","1986-05-13"
"58857","Xiaoshan","Berna","1986-01-22"
"58879","Ushiama","Cathie","1986-08-11"
"58888","Luce","Dharmaraja","1986-08-19"
"58907","Pettit","Petter","1986-07-31"
"58918","Gecsei","Tremaine","1986-05-24"
"58962","Herbst","Alassane","1986-07-07"
"58985","Bratsberg","Kensyu","1986-04-14"
"58986","Muhling","Chanjung","1986-02-23"
"58987","Rosch","Leen","1986-08-30"
"58994","Brattka","Mariangiola","1986-08-15"
"58995","Pehl","Claudi","1986-02-01"
"59008","Veldwijk","Tuval","1986-08-04"
"59012","Levasseur","Demin","1986-10-02"
"59016","Kornyak","Terresa","1986-05-11"
"59033","Waterhouse","Serenella","1986-10-07"
"59058","Montresor","Munir","1986-12-19"
"59059","Gargeya","Toshimo","1986-05-16"
"59060","Jakobus","Pohua","1986-01-15"
"59062","Jiang","Chaitali","1986-03-08"
"59063","Delgrange","Teunis","1986-01-09"
"59076","Merlo","Eberhardt","1986-12-16"
"59089","Zirintsis","Ramya","1986-10-06"
"59092","Hertweck","Chaitali","1986-07-04"
"59094","McDermid","Adin","1986-01-03"
"59111","Shinomoto","Takahiro","1986-04-30"
"59117","Kobuchi","Akhilish","1986-02-18"
"59124","Bouloucos","Nitsan","1986-04-24"
"59127","Chleq","Janalee","1986-04-03"
"59141","Oberman","Jianhao","1986-11-02"
"59146","Kalloufi","Mahendra","1986-02-17"
"59156","Vigier","Neelam","1986-10-28"
"59157","Jahnichen","Dekang","1986-04-10"
"59162","Orsini","Shunichi","1986-02-10"
"59164","Schaad","Hideo","1986-06-22"
"59170","Rusterholz","Baocai","1986-09-11"
"59172","Liesche","Kristine","1986-03-05"
"59186","Bazzichi","Anoosh","1986-06-12"
"59200","Rehfuss","Kinh","1986-01-06"
"59202","Rijckaert","Tadanori","1986-12-23"
"59204","Minakawa","Yannik","1986-06-26"
"59206","Wroclawski","Shan","1986-08-22"
"59212","Jeong","Koldo","1986-04-21"
"59217","Champarnaud","Holgard","1986-07-30"
"59227","Ruemmler","Adly","1986-10-29"
"59229","Kirkerud","Arnould","1986-12-22"
"59232","Panangaden","Stafford","1986-12-21"
"59233","Claffy","Yuriy","1986-04-01"
"59235","Serna","Gila","1986-11-26"
"59237","Lundstrom","Gen","1986-05-29"
"59252","Hammerschmidt","Conal","1986-12-11"
"59256","Emiris","Tsvetan","1986-06-21"
"59268","Besancenot","Berry","1986-01-04"
"59280","Gniady","Wilmer","1986-12-08"
"59284","Cyre","Mohammad","1986-08-04"
"59288","Marrevee","Xuejun","1986-09-03"
"59296","Brendel","Irene","1986-04-17"
"59311","Shiratori","Renee","1986-11-19"
"59339","Heping","Gita","1986-08-28"
"59342","Colorni","Babette","1986-01-08"
"59344","Portugali","Basant","1986-09-02"
"59354","Yetto","Naftaly","1986-01-20"
"59357","Barriga","Mark","1986-12-05"
"59389","Jonsson","Peer","1986-01-22"
"59413","Albarhamtoshy","Huei","1986-01-18"
"59421","Shackell","Sanjay","1986-10-25"
"59443","Cardazo","Vitaly","1986-04-12"
"59460","Iwayama","Udo","1986-06-25"
"59469","Panangaden","Jianhua","1986-10-11"
"59474","Lundstrom","Aiichiro","1986-02-02"
"59488","Montresor","Saeko","1986-01-19"
"59498","Calkin","Zhensheng","1986-08-15"
"59500","Keirsey","Temple","1986-02-23"
"59507","Bala","Falguni","1986-03-13"
"59513","Rosaz","Xiaoheng","1986-10-02"
"59515","Parveen","Selwyn","1986-10-05"
"59518","Demian","Gil","1986-03-03"
"59520","Montresor","Babette","1986-03-24"
"59544","Cangellaris","Subhada","1986-10-09"
"59559","Bernatsky","Weiyi","1986-05-02"
"59560","Roisin","Shuho","1986-01-06"
"59567","Huttel","Richard","1986-12-03"
"59575","Shumilov","Patricio","1986-01-02"
"59577","Swiler","Adel","1986-11-27"
"59581","Swab","Mani","1986-07-21"
"59584","Puoti","Barton","1986-12-31"
"59610","Gustavson","Uri","1986-03-22"
"59613","Biros","Shaunak","1986-12-16"
"59621","Binding","Mads","1986-03-11"
"59624","Kieras","Pranas","1986-02-13"
"59632","Manders","Hausi","1986-08-04"
"59647","Hellwagner","Guttorm","1986-12-01"
"59687","Lenart","Richara","1986-10-24"
"59692","Kabayashi","Remzi","1986-09-30"
"59718","Maraist","Kinh","1986-10-13"
"59724","Stentiford","Jenwei","1986-07-01"
"59736","Soicher","Udi","1986-02-09"
"59739","Velardi","Jessie","1986-09-14"
"59744","Karnin","Vatsa","1986-12-04"
"59749","Redmiles","Chiranjit","1986-01-09"
"59776","Weedman","Chaitali","1986-08-27"
"59781","Waschkowski","Muneo","1986-04-08"
"59790","Heering","Vishv","1986-10-30"
"59797","Baba","Muzhong","1986-05-16"
"59802","Tomescu","Huiqun","1986-03-07"
"59820","Jiafu","Krister","1986-04-01"
"59821","Hemaspaandra","Atreyi","1986-07-19"
"59826","Frolund","Martien","1986-02-17"
"59833","Junet","Jianhua","1986-09-08"
"59839","Chaudhury","Wanqing","1986-01-20"
"59844","Jiafu","Danco","1986-07-17"
"59852","Goldhammer","Divier","1986-10-11"
"59877","Fetvedt","Marie","1986-01-09"
"59881","Schach","Jiafu","1986-11-14"
"59890","Rissland","Lijie","1986-03-14"
"59906","Binding","Joydip","1986-08-06"
"59931","Sewelson","Suzette","1986-04-06"
"59941","Barvinok","Lobel","1986-05-07"
"59950","Parhami","Kaijung","1986-06-26"
"59967","Heemskerk","Michaela","1986-12-26"
"59980","Sifakis","Tua","1986-11-19"
"59984","Angiulli","Kwangjo","1986-09-20"
"59991","Yoshimura","Kristen","1986-03-20"
"59997","Bolotov","Jaana","1986-12-16"
"60013","Schauser","Breannda","1986-09-08"
"60024","Ramsak","Sakthirel","1986-09-04"
"60025","Conde","Arnould","1986-02-07"
"60027","Diderrich","Guenter","1986-05-17"
"60036","Stifter","Tuval","1986-05-07"
"60038","Gips","Mingsen","1986-09-12"
"60039","Cappelli","Renny","1986-10-09"
"60045","Murillo","Barun","1986-05-08"
"60047","Kilgore","Tetsurou","1986-08-16"
"60053","Sluis","Youngkon","1986-12-11"
"60059","Gire","Tze","1986-12-01"
"60069","Nilsson","Irena","1986-05-20"
"60070","Speel","Demos","1986-01-23"
"60072","Luke","Dekang","1986-09-29"
"60073","Dulay","Toong","1986-10-16"
"60079","Giveon","Subbu","1986-07-20"
"60098","Terekhov","Gaetan","1986-05-22"
"60111","Vernadat","Serap","1986-06-06"
"60119","Constantine","Roded","1986-01-22"
"60128","Warwick","Dekang","1986-05-01"
"60133","Shobatake","Valeri","1986-11-11"
"60147","Herbst","Boaz","1986-07-26"
"60158","Hofman","Shim","1986-11-22"
"60163","Liesche","Fumino","1986-07-15"
"60177","Cunliffe","Pranas","1986-06-21"
"60180","Kawashima","Irene","1986-06-11"
"60187","Keustermans","Niteen","1986-08-13"
"60206","Karunanithi","JoAnne","1986-08-15"
"60208","Thiria","Heeju","1986-12-29"
"60209","Luon","Sadun","1986-08-26"
"60212","Perna","Bezalel","1986-04-22"
"60230","Gecseg","Naftali","1986-01-04"
"60235","Bojadziev","Boriana","1986-08-18"
"60262","Flexer","Hausi","1986-09-09"
"60313","Juneja","Lakshmi","1986-07-10"
"60333","Vadhan","Guoxiang","1986-04-06"
"60336","Rindone","Sushant","1986-08-27"
"60342","Morrin","Horward","1986-03-10"
"60351","Zaumen","Tayeb","1986-06-26"
"60354","Plesums","Shakhar","1986-12-03"
"60367","Chaudhuri","Toney","1986-05-06"
"60373","Lamma","Maria","1986-05-15"
"60400","Lammel","Shimshon","1986-12-18"
"60406","Rosin","Younwoo","1986-07-08"
"60414","Vitiello","Xuejia","1986-01-30"
"60434","Maquelin","Ekawit","1986-02-26"
"60504","Rullman","Gor","1986-02-24"
"60517","Erde","Yannis","1986-05-13"
"60518","Biran","Ziya","1986-10-19"
"60536","Leslie","Nimmagadda","1986-10-22"
"60540","Siksek","Tristan","1986-08-23"
"60550","Bolsens","Tianruo","1986-06-13"
"60551","Irland","Caolyn","1986-04-27"
"60555","Aloisi","Kayoko","1986-02-08"
"60557","Merel","Yolla","1986-12-23"
"60558","Georg","Gor","1986-03-14"
"60562","Delaune","Vasilis","1986-08-05"
"60571","Pauthner","Huei","1986-03-19"
"60576","Aloisi","Atreyi","1986-07-23"
"60582","Ramsay","Miyeon","1986-10-22"
"60589","Erie","Shuichi","1986-05-14"
"60591","Benzaken","Gill","1986-06-12"
"60595","Kamber","Flemming","1986-10-31"
"60598","Sadowski","Izaskun","1986-11-26"
"60608","Usery","Xiaopeng","1986-05-12"
"60611","Baba","Feixiong","1986-02-04"
"60613","Luby","Kannan","1986-09-29"
"60616","Stemann","Gilbert","1986-06-22"
"60654","Imataki","Gen","1986-07-18"
"60662","Gustavson","Hiroyasu","1986-06-05"
"60667","Dayana","Niclas","1986-09-01"
"60670","Schiettecatte","Charmane","1986-10-06"
"60676","Fabrizio","Eirik","1986-08-17"
"60717","Sadowsky","Carrsten","1986-10-23"
"60730","Atchley","Mokhtar","1986-01-17"
"60734","Kakkad","Satosi","1986-10-21"
"60745","Gischer","Roddy","1986-08-30"
"60751","Kalloufi","Steve","1986-06-26"
"60754","Cochrane","Masami","1986-02-24"
"60760","Riesenhuber","Vasilii","1986-11-28"
"60761","Merks","Rasiah","1986-06-07"
"60762","Sewelson","Tzu","1986-08-03"
"60764","Stamatiou","Taizo","1986-07-22"
"60768","Feinberg","Hisao","1986-05-08"
"60784","Claffy","Stella","1986-02-27"
"60787","Bolotov","Volkmar","1986-02-08"
"60788","Reghbati","Valter","1986-06-04"
"60801","Sethi","Roded","1986-06-10"
"60814","Tsunoo","Gladys","1986-12-27"
"60827","Barbanera","Margareta","1986-05-20"
"60835","Speer","Achilleas","1986-02-04"
"60848","Blokdijk","Shaowei","1986-10-31"
"60851","Boguraev","Mohit","1986-10-19"
"60858","Foote","Elgin","1986-03-04"
"60859","Krohn","Lakshmi","1986-05-25"
"60863","Stemann","Masako","1986-02-25"
"60866","Lorcy","Valter","1986-05-24"
"60878","Zambonelli","Gadiel","1986-11-29"
"60883","Krzyzanowski","Volkmar","1986-04-24"
"60886","Azumi","Guadalupe","1986-08-11"
"60897","Badache","Gadiel","1986-05-08"
"60911","Nitto","Alejandra","1986-06-02"
"60913","Motley","Kagan","1986-01-27"
"60960","Flowers","Chikara","1986-12-31"
"60976","Sanella","Piyawadee","1986-10-29"
"60981","Kalorkoti","Yuchang","1986-06-05"
"60984","Sidhu","Yishay","1986-05-13"
"61006","Schonegge","Garnik","1986-05-09"
"61013","Tetzlaff","Sasan","1986-06-22"
"61031","Bakhtari","Kayoko","1986-05-10"
"61049","Schicker","Joydip","1986-06-22"
"61055","Farrow","Premsyl","1986-04-14"
"61072","Cools","Kiyotoshi","1986-07-26"
"61079","Angelopoulos","Wuxu","1986-09-03"
"61082","Salinas","Kristof","1986-12-10"
"61088","Oberman","Guozhong","1986-11-22"
"61097","Trelles","Kwangjo","1986-10-20"
"61100","Willoner","Mokhtar","1986-03-28"
"61114","Bardell","Irena","1986-09-21"
"61116","Lichtner","Huei","1986-06-16"
"61124","Waymire","Nechama","1986-01-02"
"61136","Marchegay","Oldrich","1986-01-22"
"61186","Serre","Ishfaq","1986-02-14"
"61187","Gomatam","Alagu","1986-08-07"
"61197","Cannard","Roselyn","1986-06-03"
